uid, ExecutingPending, AgentStagingOutput, PendingInputStaging, FAILED, StagingInput, StagingOutput, Executing, AgentStagingInputPending, Done, AgentStagingOutputPending, AllocatingPending, New, Allocating, AgentStagingInput, PendingOutputStaging, 
unit.000018, 119.590799809, 129.542699814, 109.661599874, 135.691499949, 110.685899734, 131.584499836, 119.782200098, 110.711099863, 131.609599829, 129.390799999, 119.576299906, 108.121999741, 119.590499878, 119.568099976, 129.570899725, 
unit.000019, 119.216999769, 123.469799757, 108.696199894, 126.522399902, 109.717099905, 125.486499786, 119.2427001, 109.742099762, 125.511799812, 123.45630002, 119.2026999, 108.123299837, 119.216799736, 119.19569993, 123.472299814, 
unit.000250, 943.516799927, 959.281799793, 940.741999865, 1019.8579998, 941.873399734, 1013.50609994, 943.521399975, 941.898899794, 1016.04999995, 959.277800083, 943.493399858, 940.312499762, 943.515399933, 942.808500051, 959.287499905, 
unit.000251, 942.807199955, 944.416199684, 940.875499725, 975.878499746, 941.743499756, 972.188899755, 942.80369997, 941.768699884, 972.214199781, 944.419499874, 942.792200089, 940.747099876, 942.806899786, 942.781199932, 944.419299841, 
unit.000256, 949.125399828, 950.439199686, 948.109799862, 951.808399916, 948.146799803, 950.798299789, 949.121799946, 948.172899723, 950.823899746, 950.442600012, 949.110499859, 947.981599808, 949.125099897, 949.103100061, 950.442299843, 
unit.000257, 950.234699965, 951.642999887, 948.244499922, 955.697099924, 949.225199938, 951.809599876, 950.234200001, 949.250599861, 951.834899902, 951.646499872, 950.220099926, 948.115699768, 950.234399796, 950.21239996, 951.698599815, 
unit.000254, 945.99579978, 947.432199717, 944.294799805, 975.929599762, 945.015899897, 972.291599751, 945.992300034, 945.041199923, 972.316799879, 947.435400009, 945.980900049, 944.16779995, 945.995599747, 945.971899986, 947.435399771, 
unit.000253, 944.25549984, 960.392599821, 941.295099735, 1019.98479986, 941.886699915, 1013.63619995, 944.279200077, 941.911799908, 1016.1309998, 960.384399891, 944.206700087, 941.034099817, 944.236399889, 943.502399921, 960.397299767, 
unit.000010, 119.309599876, 130.245699883, 108.978399754, 133.762299776, 109.977699757, 130.924999952, 119.361000061, 110.002699852, 130.950099945, 129.801199913, 119.295099974, 108.110799789, 119.309299946, 119.287899971, 130.282999754, 
unit.000011, 119.346099854, 130.29399991, 109.079699755, 133.812999725, 110.078999758, 131.026299953, 119.42930007, 110.103999853, 131.051499844, 129.80189991, 119.331700087, 108.112199783, 119.34589982, 119.323899984, 130.330499887, 
unit.000012, 119.377299786, 130.015099764, 109.155499935, 133.86349988, 110.179599762, 131.119999886, 119.459100008, 110.204799891, 131.145199776, 129.798599958, 119.362799883, 108.113599777, 119.376999855, 119.348099947, 130.045599699, 
unit.000013, 119.435199738, 130.331499815, 109.282399893, 133.91449976, 110.281099796, 131.229199886, 119.508899927, 110.306299925, 131.254699945, 129.802299976, 119.420799971, 108.114999771, 119.434999943, 119.414000034, 130.34679985, 
unit.000014, 119.4599998, 129.385199785, 109.358099937, 135.843599796, 110.381999731, 131.280299902, 119.547800064, 110.407099724, 131.305499792, 129.388599873, 119.445600033, 108.116399765, 119.459699869, 119.438299894, 129.403599739, 
unit.000015, 119.492899895, 129.436499834, 109.459599733, 134.674699783, 110.483199835, 131.381899834, 119.633100033, 110.508399725, 131.406999826, 129.389600039, 119.478499889, 108.117799759, 119.492599964, 119.470399857, 129.467599869, 
unit.000016, 119.515999794, 129.468099833, 109.535499811, 134.015699863, 110.534399748, 131.475999832, 119.726099968, 110.559599876, 131.501099825, 129.390000105, 119.501699924, 108.119199753, 119.515799761, 119.494699955, 129.512399912, 
unit.000017, 119.581799746, 129.659999847, 109.636399746, 134.066399813, 110.635899782, 131.577399731, 119.771100044, 110.660999775, 131.602599859, 129.392100096, 119.567300081, 108.120599747, 119.581599951, 119.55279994, 129.669799805, 
unit.000050, 119.789999962, 129.122699738, 110.015299797, 135.742199898, 111.041799784, 131.940399885, 119.991400003, 111.066999912, 131.965699911, 128.883500099, 119.775599957, 108.162699938, 119.789799929, 119.768699884, 129.159999847, 
unit.000004, 119.443699837, 129.680599689, 109.307599783, 134.725499868, 110.331199884, 130.865799904, 119.51850009, 110.356299877, 130.89139986, 129.493400097, 119.42930007, 108.10199976, 119.443399906, 119.421599865, 129.721699715, 
unit.000269, 965.847899914, 967.504299879, 964.166799784, 972.099799871, 964.936399937, 969.541199923, 965.844399929, 964.96179986, 969.566499949, 967.507699966, 965.833199978, 964.039099932, 965.847599745, 965.82220006, 967.5072999, 
unit.000051, 119.719399929, 128.922799826, 109.813099861, 134.472099781, 110.838299751, 131.73699975, 119.880599976, 110.863599777, 131.762299776, 128.880100012, 119.70510006, 108.16359973, 119.719199896, 119.697799921, 128.976499796, 
unit.000002, 119.606199741, 128.875699759, 109.712299824, 134.775999784, 110.736799955, 131.635099888, 119.809700012, 110.761999846, 131.660399914, 128.879199982, 119.591899872, 108.098999739, 119.605999947, 119.584300041, 128.900299788, 
unit.000255, 946.882499933, 962.798899889, 944.597299814, 1020.06449986, 945.069299936, 1016.19309974, 946.887199879, 945.09469986, 1018.56039977, 962.79369998, 946.788399935, 944.312599897, 946.875299931, 945.986999989, 962.803799868, 
unit.000083, 134.646699905, 136.72609973, 134.121199846, 139.089199781, 134.188599825, 137.225299835, 134.643300056, 134.213799953, 137.250799894, 136.726300001, 134.631999969, 133.99399972, 134.646499872, 134.586099863, 136.728999853, 
unit.000081, 134.571299791, 136.729599714, 133.855999947, 139.190699816, 134.137699842, 137.276499748, 134.567800045, 134.162999868, 137.301799774, 136.726799965, 134.556599855, 133.728699923, 134.571099758, 134.521499872, 136.732399702, 
unit.000080, 134.535299778, 136.722399712, 133.723599911, 139.241799831, 134.137299776, 137.174099922, 134.531800032, 134.162499905, 137.199299812, 136.725699902, 134.52060008, 133.59589982, 134.535099745, 134.440299988, 136.725399733, 
unit.000087, 135.837799788, 139.541199684, 134.651499748, 143.209199905, 135.316599846, 140.511399746, 135.834300041, 135.341599941, 140.536699772, 139.540699959, 135.822999954, 134.524599791, 135.837499857, 135.796099901, 139.544199705, 
unit.000086, 135.809899807, 139.655099869, 134.518599749, 143.260199785, 135.316099882, 141.167599916, 135.806400061, 135.341199875, 141.192699909, 139.647700071, 135.795099974, 134.391799927, 135.809599876, 135.730799913, 139.65809989, 
unit.000085, 135.749999762, 139.536799908, 134.386699915, 143.312099934, 135.265899897, 140.460599899, 135.764899969, 135.290999889, 140.485699892, 139.540100098, 135.729799986, 134.259099722, 135.749699831, 135.703199863, 139.540499687, 
unit.000084, 135.748799801, 139.642099857, 134.253999949, 143.36259985, 135.265399933, 141.097799778, 135.754499912, 135.290599823, 141.122999907, 139.645499945, 135.702100039, 134.126299858, 135.748599768, 135.627500057, 139.646299839, 
unit.000089, 135.925899744, 139.544899702, 134.916199923, 143.41359973, 135.367599726, 140.562299728, 135.922499895, 135.392799854, 140.587599754, 139.541100025, 135.911099911, 134.789099932, 135.925599813, 135.880300045, 139.54769969, 
unit.000088, 135.894099951, 139.646999836, 134.783899784, 143.464199781, 135.367099762, 141.116599798, 135.890599966, 135.392299891, 141.141899824, 139.645999908, 135.879199982, 134.656699896, 135.893799782, 135.823999882, 139.650399685, 
unit.000258, 950.243799925, 951.543799877, 948.378799915, 955.751099825, 949.227599859, 951.862799883, 950.246299982, 949.252799749, 951.888299942, 951.545700073, 950.229300022, 948.250799894, 950.243599892, 950.220900059, 951.546799898, 
unit.000227, 888.348599911, 900.834699869, 886.676399946, 989.048199892, 887.048099756, 985.647399902, 888.350199938, 887.073299885, 987.900799751, 900.833199978, 888.328299999, 886.458699942, 888.347599745, 887.928999901, 900.839699745, 
unit.000226, 885.619599819, 897.92269969, 883.293499947, 989.150899887, 883.934099913, 983.312899828, 885.620500088, 883.959299803, 985.570199728, 897.921499968, 885.599499941, 883.070399761, 885.618699789, 885.164399862, 897.926699877, 
unit.000225, 885.178899765, 898.126299858, 883.054999828, 984.79129982, 883.88929987, 982.118599892, 885.179699898, 883.914399862, 984.366499901, 898.125099897, 885.158900023, 882.841099739, 885.177999735, 884.794699907, 900.746299744, 
unit.000224, 881.179799795, 892.301399708, 879.590899944, 984.896699905, 879.725799799, 980.850199938, 881.180399895, 879.751099825, 983.235299826, 892.300299883, 881.15989995, 879.369399786, 881.178899765, 880.71329999, 892.305299759, 
unit.000029, 119.451899767, 129.77519989, 109.332899809, 134.3197999, 110.331699848, 131.272299767, 119.528100014, 110.356599808, 131.297699928, 129.494600058, 119.4375, 108.13779974, 119.451599836, 119.430000067, 129.783599854, 
unit.000028, 119.419599771, 130.198899746, 109.231599808, 135.235199928, 110.230699778, 131.178299904, 119.487200022, 110.25579977, 131.203499794, 129.800800085, 119.405200005, 108.136499882, 119.419399738, 119.387500048, 130.24489975, 
unit.000221, 874.774099827, 885.271099806, 873.332799911, 989.204099894, 874.154299736, 984.599799871, 874.774499893, 874.179799795, 986.858499765, 885.27060008, 874.754699945, 873.114799738, 874.773299932, 874.450000048, 885.274899721, 
unit.000220, 871.66989994, 881.356999874, 870.074499846, 980.670999765, 870.995199919, 977.208399773, 871.679100037, 871.020499945, 979.476899862, 881.356400013, 871.570999861, 869.862699747, 871.66899991, 871.270999908, 881.361199856, 
unit.000025, 119.301599741, 129.954399824, 108.949199915, 135.336599827, 109.977199793, 130.916999817, 119.350600004, 110.002299786, 130.941999912, 129.797100067, 119.287199974, 108.13139987, 119.30129981, 119.279599905, 129.962899685, 
unit.000024, 119.256899834, 123.493099689, 108.823099852, 126.929199934, 109.819699764, 125.631799936, 119.297699928, 109.844799757, 125.656999826, 123.458999872, 119.242599964, 108.130099773, 119.2566998, 119.235199928, 123.495699883, 
unit.000027, 119.36169982, 130.166499853, 109.130199909, 134.981899738, 110.12959981, 131.0770998, 119.449599981, 110.154599905, 131.102199793, 129.800400019, 119.34739995, 108.134099722, 119.361499786, 119.339900017, 130.198099852, 
unit.000026, 119.329299927, 130.157599688, 109.029299736, 135.437799931, 110.028199911, 130.975699902, 119.398299932, 110.053399801, 131.000899792, 129.800100088, 119.314699888, 108.132799864, 119.328999758, 119.304399967, 130.165899754, 
unit.000021, 119.804399729, 129.063999891, 110.040499926, 135.640799761, 111.042499781, 131.98669982, 120.003400087, 111.067799807, 132.012099743, 128.881700039, 119.789999962, 108.126099825, 119.804099798, 119.776400089, 129.072299719, 
unit.000020, 119.763099909, 129.005199909, 109.939499855, 134.421599865, 110.940599918, 131.882499933, 119.937799931, 110.965899944, 131.907899857, 128.880899906, 119.748699903, 108.124699831, 119.762899876, 119.74090004, 129.030499697, 
unit.000023, 119.225199938, 123.489799738, 108.721599817, 127.186399937, 109.717999935, 125.53069973, 119.253099918, 109.743099928, 125.555799723, 123.458699942, 119.210799932, 108.128799915, 119.224999905, 119.203399897, 123.492499828, 
unit.000022, 119.178199768, 123.496299744, 108.5697999, 127.135699749, 109.56619978, 125.378499746, 119.189899921, 109.591399908, 125.403699875, 123.459500074, 119.163800001, 108.127499819, 119.177999735, 119.156699896, 123.498899698, 
unit.000146, 143.305599928, 807.568399906, 142.776699781, 835.283799887, 143.005399942, 829.137699842, 143.335000038, 143.030799866, 833.489899874, 807.571799994, 143.290799856, 142.648499727, 143.305299759, 143.282099962, 807.62229991, 
unit.000192, 805.429399729, 815.500799894, 805.149199724, 933.045199871, 805.168799877, 929.484199762, 805.426199913, 805.194299936, 931.73239994, 815.504199982, 805.414200068, 805.019899845, 805.428999901, 805.382499933, 815.503899813, 
unit.000147, 143.328299761, 788.468799829, 142.912899733, 804.949499846, 143.0072999, 789.739199877, 143.35649991, 143.03249979, 803.805299759, 788.466599941, 143.313299894, 142.784799814, 143.327899933, 143.291800022, 788.519799709, 
unit.000063, 119.812899828, 129.250999689, 110.065999746, 134.928499937, 111.092399836, 131.991499901, 120.013499975, 111.117899895, 132.016499758, 128.885299921, 119.798500061, 108.174799919, 119.812599897, 119.790699959, 129.286199808, 
unit.000003, 119.73789978, 129.286899805, 109.863599777, 134.624199867, 110.889399767, 131.787899733, 119.902199984, 110.914699793, 131.812999725, 128.885799885, 119.723500013, 108.100499868, 119.73759985, 119.714699984, 129.314799786, 
unit.000065, 127.975599766, 133.239499807, 126.795999765, 139.396299839, 127.569099903, 134.597899914, 127.972100019, 127.594399929, 134.623299837, 133.215300083, 127.960999966, 126.66809988, 127.975399733, 127.938600063, 133.242699862, 
unit.000232, 901.26639986, 913.382799864, 897.366899729, 997.582399845, 897.538899899, 991.733999729, 901.267999887, 897.564599752, 993.986599922, 913.380699873, 901.245500088, 897.119699955, 901.265399933, 898.420799971, 913.386699915, 
unit.000064, 127.952399731, 133.208499908, 126.662899733, 139.446799755, 127.568599939, 134.191599846, 127.948999882, 127.593899727, 134.216699839, 133.211899996, 127.9375, 126.534999847, 127.9520998, 127.90719986, 133.212299824, 
unit.000090, 135.986599922, 139.563499689, 135.047999859, 143.515099764, 135.41809988, 140.81709981, 135.983200073, 135.443399906, 140.842799902, 139.543400049, 135.971800089, 134.920999765, 135.986299753, 135.912100077, 139.566399813, 
unit.000091, 136.037499905, 139.658799887, 135.180199862, 143.565699816, 135.418599844, 141.200099945, 136.034100056, 135.44389987, 141.229599953, 139.648200035, 136.022700071, 135.052999735, 136.037299871, 135.972800016, 139.661699772, 
unit.000092, 136.06739974, 139.548399687, 135.313999891, 143.616399765, 135.468999863, 140.613399744, 136.063899994, 135.494199753, 140.638399839, 139.541500092, 136.052599907, 135.186199903, 136.06709981, 136.023799896, 139.551199913, 
unit.000093, 136.095799923, 139.56709981, 135.447999954, 143.666999817, 135.469599724, 140.869699955, 136.092400074, 135.494599819, 140.894799948, 139.543799877, 136.08100009, 135.320399761, 136.095499754, 136.053600073, 139.571499825, 
unit.000094, 137.024499893, 139.55189991, 135.580399752, 143.720399857, 136.546199799, 140.663999796, 137.020999908, 136.571399927, 140.688999891, 139.542000055, 137.009799957, 135.453099728, 137.024199963, 136.960500002, 139.554799795, 
unit.000095, 137.098499775, 139.651099682, 135.712999821, 143.77339983, 136.546599865, 141.148899794, 137.095000029, 136.571999788, 141.173999786, 139.647099972, 137.083800077, 135.585499763, 137.098199844, 137.010699987, 139.654399872, 
unit.000096, 137.126499891, 139.555499792, 135.845499754, 143.823799849, 136.596999884, 140.714699745, 137.122999907, 136.621999741, 140.739799738, 139.542399883, 137.111799955, 135.718499899, 137.126199961, 137.084699869, 139.558999777, 
unit.000097, 137.192799807, 139.572299719, 135.978299856, 143.875299931, 136.597499847, 140.920799732, 137.18930006, 136.622499943, 141.020099878, 139.544199944, 137.177999973, 135.850999832, 137.192499876, 137.112699986, 139.575399876, 
unit.000098, 137.228399754, 139.559699774, 136.357699871, 143.926099777, 136.647699833, 140.765599728, 137.224900007, 136.672799826, 140.79069972, 139.542900085, 137.213700056, 136.221399784, 137.228199959, 137.178999901, 139.562799692, 
unit.000099, 137.27699995, 139.576099873, 136.491399765, 143.97699976, 136.648299932, 141.046999931, 137.273499966, 136.673399925, 141.071999788, 139.54460001, 137.262199879, 136.363199949, 137.276699781, 137.214699984, 139.579599857, 
unit.000153, 144.493499756, 796.108899832, 144.097699881, 842.090599775, 144.186399937, 835.422599792, 144.539299965, 144.211399794, 839.648599863, 796.106699944, 144.476700068, 143.963999748, 144.492599964, 144.470499992, 796.153899908, 
unit.000152, 144.484199762, 930.548899889, 143.958399773, 940.220799923, 144.184699774, 931.581699848, 144.527899981, 144.209699869, 936.759099722, 930.552200079, 144.46969986, 143.830999851, 144.483899832, 144.46359992, 930.611499786, 
unit.000155, 145.707099915, 870.206799746, 144.374599934, 879.29489994, 145.264099836, 872.994999886, 145.70539999, 145.289399862, 876.678699732, 870.111299992, 145.692199945, 144.237199783, 145.706799746, 145.684499979, 870.263999701, 
unit.000154, 144.597699881, 806.166599751, 144.230499744, 845.454299927, 144.235299826, 837.752099752, 144.594399929, 144.260499954, 841.936499834, 806.166300058, 144.582799911, 144.102999926, 144.59739995, 144.575799942, 806.173899889, 
unit.000157, 145.725399733, 895.367099762, 144.937499762, 911.29399991, 145.314899921, 903.223099947, 145.728300095, 145.341199875, 907.523599863, 895.310800076, 145.710599899, 144.810299873, 145.724999905, 145.703500032, 895.399099827, 
unit.000156, 145.715999842, 811.183099747, 144.804299831, 845.505299807, 145.312499762, 839.674699783, 145.716700077, 145.337599754, 843.878599882, 811.186700106, 145.701400042, 144.673399925, 145.715699911, 145.694200039, 811.234399796, 
unit.000032, 119.241399765, 123.499599695, 108.772199869, 126.471299887, 109.768399954, 125.581199884, 119.278699875, 109.794199944, 125.606299877, 123.459899902, 119.226999998, 108.141599894, 119.241199732, 119.21969986, 123.502299786, 
unit.000033, 119.597899914, 129.784199715, 109.687099934, 135.48849988, 110.686499834, 131.628399849, 119.798399925, 110.711699724, 131.653399944, 129.494999886, 119.583600044, 108.142899752, 119.597699881, 119.577100039, 129.873899698, 
unit.000030, 119.475499868, 129.404299736, 109.408899784, 133.556299925, 110.432499886, 131.331099749, 119.594399929, 110.457699776, 131.356199741, 129.389199972, 119.461199999, 108.139099836, 119.475299835, 119.453999996, 129.435899734, 
unit.000237, 913.646499872, 927.239799738, 911.617099762, 1002.79699993, 912.194599867, 997.999299765, 913.648999929, 912.219799757, 1000.43289995, 927.236299992, 913.624599934, 911.36899972, 913.645299911, 913.143300056, 927.246299744, 
unit.000036, 119.782299757, 129.031299829, 109.990099907, 133.607299805, 110.991599798, 131.933399916, 119.981400013, 111.016799927, 131.958499908, 128.881299973, 119.76789999, 108.14659977, 119.782099962, 119.759599924, 129.063099861, 
unit.000037, 119.158199787, 123.456899881, 108.494099855, 126.623799801, 109.514099836, 125.27699995, 119.157900095, 109.539299726, 125.302199841, 123.454600096, 119.139899969, 108.147899866, 119.157899857, 119.129999876, 123.459499836, 
unit.000034, 119.7020998, 128.900999784, 109.762699842, 134.522599936, 110.787499905, 131.68599987, 119.859999895, 110.812799931, 131.711299896, 128.879699945, 119.687599897, 108.144099951, 119.70179987, 119.609499931, 128.922099829, 
unit.000035, 119.75459981, 129.114299774, 109.914299726, 134.573299885, 110.940099955, 131.83859992, 119.92779994, 110.965399742, 131.863699913, 128.883100033, 119.740200043, 108.145299911, 119.754299879, 119.732800007, 129.121999741, 
unit.000133, 141.95119977, 806.162299871, 141.046599865, 818.278899908, 141.623999834, 810.409099817, 141.967299938, 141.649399757, 814.830999851, 806.165699959, 141.936699867, 140.900699854, 141.950999737, 141.929899931, 806.165899754, 
unit.000132, 141.943599939, 796.820199728, 140.895499945, 811.592899799, 141.623299837, 797.953199863, 141.95630002, 141.64839983, 810.382999897, 796.812599897, 141.929100037, 140.767899752, 141.94329977, 141.922399998, 796.824199915, 
unit.000038, 119.393299818, 130.283899784, 109.180799723, 135.589999914, 110.180099726, 131.127799749, 119.468100071, 110.205399752, 131.152899742, 129.801500082, 119.378799915, 108.149099827, 119.392999887, 119.363600016, 130.29309988, 
unit.000039, 119.623299837, 129.072899818, 109.73759985, 135.895099878, 110.737399817, 131.678999901, 119.827100039, 110.762599945, 131.704199791, 128.8822999, 119.608700037, 108.150399923, 119.622999907, 119.592599869, 129.081199884, 
unit.000137, 142.089999914, 844.711999893, 141.579099894, 852.433599949, 141.775499821, 846.21999979, 142.102699995, 141.800599813, 850.564399719, 844.715199947, 142.075500011, 141.451399803, 142.089799881, 142.068799973, 844.765299797, 
unit.000136, 142.083099842, 884.363199711, 141.446199894, 893.484099865, 141.724499941, 888.151599884, 142.08130002, 141.749699831, 892.492399931, 884.366400003, 142.06069994, 141.318799734, 142.079899788, 142.053299904, 884.445199728, 
unit.000135, 141.967699766, 802.040499687, 141.313599825, 821.692799807, 141.674999952, 814.858199835, 141.987200022, 141.700199842, 819.080899954, 802.043799877, 141.953199863, 141.185399771, 141.967399836, 141.945800066, 802.087499857, 
unit.000134, 141.959499836, 810.781199694, 141.180199862, 818.330699921, 141.673899889, 812.446599722, 141.977699995, 141.699099779, 816.717899799, 810.784800053, 141.944999933, 141.05279994, 141.959299803, 141.9375, 810.848499775, 
unit.000008, 119.233399868, 123.472899914, 108.746899843, 126.827799797, 109.767699957, 125.537199736, 119.268699884, 109.792999744, 125.562399864, 123.456599951, 119.218999863, 108.107799768, 119.233099937, 119.211499929, 123.475499868, 
unit.000252, 942.81709981, 944.419899702, 941.011099815, 976.038399935, 941.758399725, 972.240199804, 942.816099882, 941.783799887, 972.26549983, 944.420000076, 942.802299976, 940.883599758, 942.816799879, 942.79309988, 944.422899723, 
unit.000313, 1021.46529984, 1023.03789973, 1020.3908999, 1024.63869977, 1020.77329993, 1023.24119973, 1021.46539998, 1020.79849982, 1023.26649976, 1023.03800011, 1021.45099998, 1020.25329995, 1021.46499991, 1021.44239998, 1023.04149985, 
unit.000160, 145.78859973, 897.715899706, 145.33589983, 911.357499838, 145.413999796, 905.329499722, 145.785099983, 145.439199924, 909.655399799, 897.719199896, 145.773599863, 145.208399773, 145.788199902, 145.761600018, 897.750399828, 
unit.000042, 119.773299932, 129.207999706, 109.964699745, 134.370899916, 110.991099834, 131.8895998, 119.948199987, 111.016299725, 131.914899826, 128.88470006, 119.75880003, 108.153899908, 119.772999763, 119.749500036, 129.250299692, 
unit.000001, 119.353499889, 129.981799841, 109.104999781, 135.387199879, 110.129199743, 131.069299936, 119.440000057, 110.154199839, 131.094399929, 129.798199892, 119.33920002, 108.09739995, 119.353299856, 119.332400084, 130.014499903, 
unit.000159, 145.744399786, 861.677199841, 145.202799797, 869.530899763, 145.366899729, 864.410499811, 145.763400078, 145.391899824, 868.735899925, 861.680399895, 145.729700089, 145.075099945, 145.744099855, 145.721999884, 861.708599806, 
unit.000158, 145.735799789, 886.273499727, 145.069699764, 897.028699875, 145.363099813, 890.334599733, 145.752099991, 145.388299942, 894.682899952, 886.276900053, 145.720999956, 144.941999912, 145.735499859, 145.712499857, 886.299099684, 
unit.000109, 138.655499935, 141.856299877, 137.819599867, 148.580199957, 137.928999901, 143.322699785, 138.652199984, 137.95389986, 143.347899914, 141.8598001, 138.640599966, 137.69239974, 138.655199766, 138.577399969, 141.906799793, 
unit.000311, 1021.44569993, 1023.03409982, 1020.10559988, 1024.47669983, 1020.72229981, 1023.13599992, 1021.44219995, 1020.74749994, 1023.16129994, 1023.0374999, 1021.43120003, 1019.97799993, 1021.4454999, 1021.41910005, 1023.03729987, 
unit.000300, 1005.83379984, 1007.10339975, 1003.46519995, 1011.6861999, 1003.97719979, 1008.34259987, 1005.83899999, 1004.00229979, 1008.36769986, 1007.10450006, 1005.81949997, 1003.33709979, 1005.83359981, 1005.80979991, 1007.10559988, 
unit.000301, 1008.85479975, 1010.50789976, 1007.19829988, 1015.83659983, 1008.11119986, 1010.78339982, 1008.8512001, 1008.13639975, 1010.80889988, 1010.51130009, 1008.84030008, 1007.06649995, 1008.85449982, 1008.83109999, 1010.51049972, 
unit.000302, 1008.86389995, 1010.51409984, 1007.33109975, 1015.88749981, 1008.13539982, 1010.83529973, 1008.86290002, 1008.16049981, 1010.86069989, 1010.51219988, 1008.84960008, 1007.20329976, 1008.86369991, 1008.84100008, 1010.51649976, 
unit.000303, 1008.87219977, 1010.51099992, 1007.46799994, 1015.93819976, 1008.16219974, 1010.88669991, 1008.87389994, 1008.18739986, 1010.91199994, 1010.51180005, 1008.8578999, 1007.33869982, 1008.87199974, 1008.85019994, 1010.51349974, 
unit.000304, 1008.88049984, 1010.51709986, 1007.60169983, 1015.98889995, 1008.18639994, 1010.93829989, 1008.88409996, 1008.21149993, 1010.96339989, 1010.51270008, 1008.86619997, 1007.47349977, 1008.88029981, 1008.8585999, 1010.51939988, 
unit.000305, 1013.03479981, 1014.61699986, 1011.69019985, 1020.25219989, 1012.31949973, 1016.07679987, 1013.03139997, 1012.34479976, 1016.10479975, 1014.62030005, 1013.02029991, 1011.5618999, 1013.03459978, 1013.00999999, 1014.62009978, 
unit.000306, 1013.04489994, 1014.62699986, 1011.82629991, 1020.19859982, 1012.34379983, 1016.13599992, 1013.0453999, 1012.36899972, 1016.16149974, 1014.62120008, 1013.03060007, 1011.69769979, 1013.04469991, 1013.02099991, 1014.62999988, 
